airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,19,6,2022,6,10:20,12:50,jaipur,Bengaluru,2h 30m,E,direct,3490,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,12:00,14:25,jaipur,Bengaluru,2h 25m,E,direct,3495,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,05:30,08:00,jaipur,Bengaluru,2h 30m,E,direct,3495,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,22:20,00:50,jaipur,Bengaluru,2h 30m,E,direct,3503,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,18:30,21:10,jaipur,Bengaluru,2h 40m,E,direct,3533,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,14:15,18:55,jaipur,Bengaluru,4h 40m,E,1 stop,3545,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,19:05,00:05,jaipur,Bengaluru,5h 00m,E,1 stop,3691,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,19:05,01:30,jaipur,Bengaluru,6h 25m,E,1 stop,3731,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,14:15,21:05,jaipur,Bengaluru,6h 50m,E,1 stop,3857,20211230-1739,9324.666666666666,3460
Air India,19,6,2022,6,14:00,11:10,jaipur,Bengaluru,21h 10m,E,1 stop,89778,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,14:15,22:25,jaipur,Bengaluru,8h 10m,E,1 stop,3460,20211230-1739,9324.666666666666,3460
IndiGo,19,6,2022,6,14:15,00:05,jaipur,Bengaluru,9h 50m,E,1 stop,3525,20211230-1739,9324.666666666666,3460
SpiceJet,19,6,2022,6,19:20,22:10,jaipur,Bengaluru,26h 50m,E,1 stop,3539,20211230-1739,9324.666666666666,3460
GoFirst,19,6,2022,6,18:45,00:10,jaipur,Bengaluru,5h 25m,E,1 stop,3539,20211230-1739,9324.666666666666,3460
GoFirst,19,6,2022,6,18:45,00:30,jaipur,Bengaluru,5h 45m,E,1 stop,3689,20211230-1739,9324.666666666666,3460
