airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,21,3,2022,0,07:35,08:30,jaipur,new delhi,0h 55m,E,direct,1772,20211230-0954,2756.8,1772
Air India,21,3,2022,0,07:35,08:30,jaipur,new delhi,0h 55m,E,direct,1772,20211230-0954,2756.8,1772
SpiceJet,21,3,2022,0,20:35,21:35,jaipur,new delhi,1h 00m,E,direct,1947,20211230-0954,2756.8,1772
IndiGo,21,3,2022,0,20:35,21:35,jaipur,new delhi,1h 00m,E,direct,1970,20211230-0954,2756.8,1772
IndiGo,21,3,2022,0,09:40,10:40,jaipur,new delhi,1h 00m,E,direct,1970,20211230-0954,2756.8,1772
IndiGo,21,3,2022,0,09:40,10:40,jaipur,new delhi,1h 00m,E,direct,1970,20211230-0954,2756.8,1772
IndiGo,21,3,2022,0,07:40,08:35,jaipur,new delhi,0h 55m,E,direct,1970,20211230-0954,2756.8,1772
AirAsia India,21,3,2022,0,07:40,08:35,jaipur,new delhi,0h 55m,E,direct,2136,20211230-0954,2756.8,1772
Air India,21,3,2022,0,19:30,20:25,jaipur,new delhi,0h 55m,E,direct,2733,20211230-0954,2756.8,1772
GoFirst,21,3,2022,0,19:30,20:25,jaipur,new delhi,0h 55m,E,direct,3739,20211230-0954,2756.8,1772
GoFirst,21,3,2022,0,14:20,15:20,jaipur,new delhi,1h 00m,E,direct,3753,20211230-0954,2756.8,1772
GoFirst,21,3,2022,0,14:20,15:20,jaipur,new delhi,1h 00m,E,direct,3905,20211230-0954,2756.8,1772
GoFirst,21,3,2022,0,21:30,22:35,jaipur,new delhi,1h 05m,E,direct,3905,20211230-0954,2756.8,1772
GoFirst,21,3,2022,0,21:30,22:35,jaipur,new delhi,1h 05m,E,direct,3905,20211230-0954,2756.8,1772
GoFirst,21,3,2022,0,23:50,00:50,jaipur,new delhi,1h 00m,E,direct,3905,20211230-0954,2756.8,1772
