airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,24,2,2022,3,07:35,08:30,jaipur,new delhi,0h 55m,E,direct,1772,20211230-0924,7696.933333333333,1772
Air India,24,2,2022,3,20:35,21:35,jaipur,new delhi,1h 00m,E,direct,1896,20211230-0924,7696.933333333333,1772
Air India,24,2,2022,3,03:45,04:40,jaipur,new delhi,0h 55m,E,direct,1909,20211230-0924,7696.933333333333,1772
Air India,24,2,2022,3,13:30,14:30,jaipur,new delhi,1h 00m,E,direct,1937,20211230-0924,7696.933333333333,1772
SpiceJet,24,2,2022,3,09:40,10:40,jaipur,new delhi,1h 00m,E,direct,1955,20211230-0924,7696.933333333333,1772
IndiGo,24,2,2022,3,07:40,08:25,jaipur,new delhi,0h 45m,E,direct,2054,20211230-0924,7696.933333333333,1772
IndiGo,24,2,2022,3,19:30,20:25,jaipur,new delhi,0h 55m,E,direct,2070,20211230-0924,7696.933333333333,1772
IndiGo,24,2,2022,3,14:20,15:20,jaipur,new delhi,1h 00m,E,direct,2070,20211230-0924,7696.933333333333,1772
IndiGo,24,2,2022,3,21:30,22:35,jaipur,new delhi,1h 05m,E,direct,2101,20211230-0924,7696.933333333333,1772
AirAsia India,24,2,2022,3,23:50,00:50,jaipur,new delhi,1h 00m,E,direct,2141,20211230-0924,7696.933333333333,1772
GoFirst,24,2,2022,3,11:20,20:40,jaipur,new delhi,9h 20m,E,1 stop,2187,20211230-0924,7696.933333333333,1772
GoFirst,24,2,2022,3,11:20,23:30,jaipur,new delhi,12h 10m,E,1 stop,87888,20211230-0924,7696.933333333333,1772
GoFirst,24,2,2022,3,08:45,14:30,jaipur,new delhi,5h 45m,E,1 stop,1772,20211230-0924,7696.933333333333,1772
GoFirst,24,2,2022,3,08:45,14:35,jaipur,new delhi,5h 50m,E,1 stop,1772,20211230-0924,7696.933333333333,1772
GoFirst,24,2,2022,3,08:45,15:45,jaipur,new delhi,7h 00m,E,1 stop,1930,20211230-0924,7696.933333333333,1772
