airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
Air India,23,3,2022,2,14:00,15:50,jaipur,mumbai,1h 50m,E,direct,1939,20211229-1837,8091.133333333333,1939
SpiceJet,23,3,2022,2,22:15,23:50,jaipur,mumbai,1h 35m,E,direct,2291,20211229-1837,8091.133333333333,1939
SpiceJet,23,3,2022,2,08:30,10:35,jaipur,mumbai,2h 05m,E,direct,2321,20211229-1837,8091.133333333333,1939
AirAsia India,23,3,2022,2,20:25,22:25,jaipur,mumbai,2h 00m,E,direct,2332,20211229-1837,8091.133333333333,1939
AirAsia India,23,3,2022,2,10:25,12:25,jaipur,mumbai,2h 00m,E,direct,2357,20211229-1837,8091.133333333333,1939
GoFirst,23,3,2022,2,21:45,23:30,jaipur,mumbai,1h 45m,E,direct,2417,20211229-1837,8091.133333333333,1939
GoFirst,23,3,2022,2,08:45,10:55,jaipur,mumbai,2h 10m,E,direct,2417,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,19:00,20:45,jaipur,mumbai,1h 45m,E,direct,2503,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,14:15,16:05,jaipur,mumbai,1h 50m,E,direct,2543,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,06:20,08:15,jaipur,mumbai,1h 55m,E,direct,2739,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,14:20,19:25,jaipur,mumbai,5h 05m,E,1 stop,88770,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,07:40,13:05,jaipur,mumbai,5h 25m,E,1 stop,1939,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,19:30,01:45,jaipur,mumbai,6h 15m,E,1 stop,2216,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,14:20,20:50,jaipur,mumbai,6h 30m,E,1 stop,2217,20211229-1837,8091.133333333333,1939
IndiGo,23,3,2022,2,21:30,04:10,jaipur,mumbai,6h 40m,E,1 stop,2366,20211229-1837,8091.133333333333,1939
