airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
IndiGo,22,1,2022,5,06:20,08:15,jaipur,mumbai,1h 55m,E,direct,2206,20211229-1702,2560.0666666666666,2165
AirAsia India,22,1,2022,5,10:25,12:25,jaipur,mumbai,2h 00m,E,direct,2216,20211229-1702,2560.0666666666666,2165
AirAsia India,22,1,2022,5,20:25,22:25,jaipur,mumbai,2h 00m,E,direct,2216,20211229-1702,2560.0666666666666,2165
GoFirst,22,1,2022,5,08:45,10:55,jaipur,mumbai,2h 10m,E,direct,2315,20211229-1702,2560.0666666666666,2165
SpiceJet,22,1,2022,5,22:15,23:50,jaipur,mumbai,1h 35m,E,direct,2426,20211229-1702,2560.0666666666666,2165
SpiceJet,22,1,2022,5,08:30,10:35,jaipur,mumbai,2h 05m,E,direct,2449,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,14:15,19:25,jaipur,mumbai,5h 10m,E,1 stop,2456,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,19:45,01:45,jaipur,mumbai,6h 00m,E,1 stop,4216,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,19:30,01:45,jaipur,mumbai,6h 15m,E,1 stop,4243,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,14:15,20:50,jaipur,mumbai,6h 35m,E,1 stop,2165,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,14:15,22:15,jaipur,mumbai,8h 00m,E,1 stop,2215,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,19:45,04:10,jaipur,mumbai,8h 25m,E,1 stop,2216,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,19:30,04:10,jaipur,mumbai,8h 40m,E,1 stop,2266,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,07:40,16:35,jaipur,mumbai,8h 55m,E,1 stop,2350,20211229-1702,2560.0666666666666,2165
IndiGo,22,1,2022,5,14:20,23:30,jaipur,mumbai,9h 10m,E,1 stop,2446,20211229-1702,2560.0666666666666,2165
