airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
AirAsia India,13,2,2022,6,09:25,11:20,Hyderabad,Jaipur,1h 55m,E,direct,2712,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,20:15,22:35,Hyderabad,Jaipur,2h 20m,E,direct,2717,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,21:55,02:35,Hyderabad,Jaipur,4h 40m,E,1 stop,2717,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,13:35,19:00,Hyderabad,Jaipur,5h 25m,E,1 stop,2774,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,17:45,23:30,Hyderabad,Jaipur,5h 45m,E,1 stop,2927,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,13:35,19:20,Hyderabad,Jaipur,5h 45m,E,1 stop,3114,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,11:10,17:20,Hyderabad,Jaipur,6h 10m,E,1 stop,3258,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,18:15,00:25,Hyderabad,Jaipur,6h 10m,E,1 stop,4230,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,15:55,22:50,Hyderabad,Jaipur,6h 55m,E,1 stop,2675,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,22:25,05:30,Hyderabad,Jaipur,7h 05m,E,1 stop,2682,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,17:15,00:25,Hyderabad,Jaipur,7h 10m,E,1 stop,2703,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,10:45,18:30,Hyderabad,Jaipur,7h 45m,E,1 stop,2717,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,15:00,23:30,Hyderabad,Jaipur,8h 30m,E,1 stop,2905,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,09:15,18:00,Hyderabad,Jaipur,8h 45m,E,1 stop,2968,20220106-1729,2938.266666666667,2675
IndiGo,13,2,2022,6,08:00,17:05,Hyderabad,Jaipur,9h 05m,E,1 stop,2975,20220106-1729,2938.266666666667,2675
