airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
GoFirst,14,4,2022,3,14:40,16:35,Hyderabad,Jaipur,1h 55m,E,direct,2687,20220106-1841,2867.0666666666666,2668
AirAsia India,14,4,2022,3,09:25,11:20,Hyderabad,Jaipur,1h 55m,E,direct,2717,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,11:40,13:40,Hyderabad,Jaipur,2h 00m,E,direct,2867,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,19:50,21:55,Hyderabad,Jaipur,2h 05m,E,direct,2867,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,14:45,18:45,Hyderabad,Jaipur,4h 00m,E,1 stop,3000,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,17:50,22:45,Hyderabad,Jaipur,4h 55m,E,1 stop,4006,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,04:30,10:20,Hyderabad,Jaipur,5h 50m,E,1 stop,2668,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,16:05,22:45,Hyderabad,Jaipur,6h 40m,E,1 stop,2712,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,07:00,13:40,Hyderabad,Jaipur,6h 40m,E,1 stop,2717,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,10:45,18:35,Hyderabad,Jaipur,7h 50m,E,1 stop,2717,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,08:15,16:50,Hyderabad,Jaipur,8h 35m,E,1 stop,2717,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,05:00,13:40,Hyderabad,Jaipur,8h 40m,E,1 stop,2767,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,14:50,00:10,Hyderabad,Jaipur,9h 20m,E,1 stop,2774,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,08:30,18:35,Hyderabad,Jaipur,10h 05m,E,1 stop,2863,20220106-1841,2867.0666666666666,2668
IndiGo,14,4,2022,3,10:00,20:45,Hyderabad,Jaipur,10h 45m,E,1 stop,2927,20220106-1841,2867.0666666666666,2668
