airlines,Date,Month,Year,Weekday,Dep_Time,Ar_Time,depr_Citie,Ar_Citie,Travel_Time,Airline_Cabin,no_stops,Price,timestamp,avg_Price,min_Price
GoFirst,31,3,2022,3,14:40,16:35,Hyderabad,Jaipur,1h 55m,E,direct,2713,20220106-1824,2853.6666666666665,2668
AirAsia India,31,3,2022,3,09:25,11:20,Hyderabad,Jaipur,1h 55m,E,direct,2717,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,11:40,13:40,Hyderabad,Jaipur,2h 00m,E,direct,2765,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,19:50,21:55,Hyderabad,Jaipur,2h 05m,E,direct,2867,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,14:45,18:45,Hyderabad,Jaipur,4h 00m,E,1 stop,2867,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,22:10,02:35,Hyderabad,Jaipur,4h 25m,E,1 stop,3000,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,13:35,18:15,Hyderabad,Jaipur,4h 40m,E,1 stop,4006,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,17:50,22:45,Hyderabad,Jaipur,4h 55m,E,1 stop,2668,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,13:55,19:05,Hyderabad,Jaipur,5h 10m,E,1 stop,2712,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,17:45,23:15,Hyderabad,Jaipur,5h 30m,E,1 stop,2717,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,04:30,10:20,Hyderabad,Jaipur,5h 50m,E,1 stop,2717,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,07:00,13:40,Hyderabad,Jaipur,6h 40m,E,1 stop,2717,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,16:05,22:45,Hyderabad,Jaipur,6h 40m,E,1 stop,2767,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,10:45,18:35,Hyderabad,Jaipur,7h 50m,E,1 stop,2774,20220106-1824,2853.6666666666665,2668
IndiGo,31,3,2022,3,15:00,23:15,Hyderabad,Jaipur,8h 15m,E,1 stop,2798,20220106-1824,2853.6666666666665,2668
